conforming_loan_limit,derived_sex,action_taken,loan_amount,loan_term,property_value,income,debt_to_income_ratio
C,Female,3,395000.0,360.0,425000.0,175.0,30%-<36%
C,Male,3,225000.0,360.0,325000.0,115.0,20%-<30%
C,Joint,3,225000.0,360.0,275000.0,150.0,20%-<30%
C,Male,3,225000.0,360.0,245000.0,51.0,47
C,Joint,3,135000.0,276.0,135000.0,76.0,42
C,Male,3,195000.0,360.0,205000.0,46.0,44
C,Male,3,135000.0,360.0,135000.0,31.0,48
C,Female,3,315000.0,360.0,315000.0,68.0,>60%
C,Joint,3,395000.0,360.0,485000.0,145.0,37
C,Female,3,25000.0,240.0,25000.0,31.0,<20%
C,Joint,3,445000.0,360.0,515000.0,84.0,43
C,Female,3,85000.0,240.0,95000.0,35.0,50%-60%
C,Joint,3,185000.0,360.0,195000.0,64.0,50%-60%
C,Female,3,45000.0,276.0,45000.0,27.0,42
C,Male,3,75000.0,180.0,95000.0,48.0,20%-<30%
C,Male,3,135000.0,360.0,145000.0,41.0,50%-60%
C,Joint,3,55000.0,240.0,65000.0,43.0,50%-60%
C,Joint,3,135000.0,360.0,165000.0,81.0,30%-<36%
C,Female,3,15000.0,180.0,15000.0,24.0,>60%
C,Joint,3,145000.0,360.0,155000.0,122.0,>60%
C,Female,3,75000.0,240.0,85000.0,30.0,>60%
C,Sex Not Available,3,65000.0,276.0,65000.0,24.0,>60%
C,Male,3,75000.0,360.0,75000.0,36.0,20%-<30%
C,Joint,3,25000.0,144.0,25000.0,49.0,20%-<30%
C,Male,3,85000.0,276.0,95000.0,55.0,30%-<36%
NC,Male,3,3105000.0,360.0,8505000.0,654.0,>60%
C,Male,3,115000.0,300.0,115000.0,54.0,<20%
C,Sex Not Available,3,395000.0,360.0,495000.0,80.0,39
NC,Male,3,875000.0,360.0,1355000.0,282.0,30%-<36%
C,Female,3,385000.0,360.0,405000.0,960.0,<20%
C,Joint,3,445000.0,360.0,555000.0,182.0,38
C,Female,3,55000.0,276.0,55000.0,30.0,>60%
NC,Male,3,575000.0,360.0,725000.0,119.0,50%-60%
C,Female,3,245000.0,276.0,235000.0,33.0,>60%
C,Joint,3,45000.0,276.0,55000.0,26.0,30%-<36%
NC,Male,3,765000.0,360.0,855000.0,181.0,50%-60%
C,Male,3,225000.0,360.0,255000.0,144.0,20%-<30%
C,Female,3,355000.0,360.0,445000.0,79.0,50%-60%
C,Female,3,35000.0,120.0,35000.0,17.0,>60%
C,Female,3,15000.0,276.0,15000.0,31.0,50%-60%
C,Female,3,45000.0,276.0,45000.0,9.0,>60%
C,Female,3,145000.0,360.0,255000.0,87.0,>60%
C,Male,3,225000.0,360.0,245000.0,83.0,50%-60%
C,Male,3,105000.0,360.0,115000.0,100.0,20%-<30%
C,Female,3,135000.0,300.0,135000.0,79.0,>60%
C,Male,3,45000.0,180.0,45000.0,41.0,50%-60%
C,Male,3,55000.0,240.0,55000.0,36.0,41
C,Male,3,465000.0,360.0,575000.0,215.0,<20%
C,Male,3,625000.0,360.0,755000.0,108.0,42
C,Female,3,185000.0,360.0,225000.0,111.0,<20%
C,Female,3,185000.0,360.0,185000.0,59.0,50%-60%
C,Male,3,185000.0,360.0,225000.0,68.0,50%-60%
C,Male,3,195000.0,276.0,195000.0,240.0,<20%
C,Joint,3,55000.0,276.0,55000.0,40.0,45
C,Female,3,55000.0,360.0,65000.0,16.0,44
C,Male,3,155000.0,360.0,185000.0,45.0,36
C,Male,3,75000.0,300.0,75000.0,60.0,<20%
C,Male,3,265000.0,360.0,355000.0,46.0,>60%
C,Joint,3,85000.0,240.0,85000.0,32.0,50%-60%
C,Male,3,455000.0,360.0,1165000.0,638.0,<20%
C,Sex Not Available,3,75000.0,276.0,75000.0,60.0,20%-<30%
C,Male,3,405000.0,36.0,465000.0,86.0,>60%
C,Joint,3,125000.0,360.0,185000.0,48.0,20%-<30%
NC,Joint,3,475000.0,360.0,465000.0,274.0,<20%
C,Male,3,65000.0,240.0,85000.0,53.0,40
C,Male,3,115000.0,360.0,115000.0,55.0,20%-<30%
NC,Male,3,1185000.0,360.0,1315000.0,275.0,40
C,Joint,3,35000.0,156.0,35000.0,45.0,20%-<30%
C,Joint,3,45000.0,240.0,45000.0,105.0,<20%
C,Female,3,75000.0,360.0,85000.0,31.0,40
C,Female,3,125000.0,360.0,135000.0,72.0,43
C,Male,3,65000.0,180.0,65000.0,45.0,48
C,Male,3,95000.0,240.0,95000.0,48.0,30%-<36%
C,Female,3,155000.0,360.0,155000.0,48.0,47
C,Male,3,65000.0,240.0,65000.0,38.0,47
C,Sex Not Available,3,65000.0,276.0,65000.0,58.0,40
NC,Joint,3,525000.0,360.0,655000.0,279.0,<20%
C,Male,3,25000.0,180.0,45000.0,48.0,30%-<36%
C,Female,3,185000.0,360.0,305000.0,70.0,20%-<30%
C,Female,3,315000.0,360.0,415000.0,61.0,43
C,Male,3,85000.0,360.0,115000.0,58.0,43
C,Female,3,305000.0,360.0,475000.0,58.0,50%-60%
C,Female,3,205000.0,360.0,225000.0,31.0,<20%
C,Male,3,125000.0,360.0,125000.0,58.0,37
C,Female,3,85000.0,240.0,85000.0,38.0,30%-<36%
C,Female,3,325000.0,360.0,345000.0,95.0,41
C,Sex Not Available,3,65000.0,360.0,85000.0,40.0,44
C,Male,3,365000.0,360.0,385000.0,130.0,20%-<30%
C,Male,3,15000.0,84.0,15000.0,18.0,20%-<30%
C,Male,3,135000.0,360.0,165000.0,124.0,20%-<30%
C,Joint,3,105000.0,360.0,335000.0,76.0,40
C,Sex Not Available,3,255000.0,360.0,295000.0,77.0,39
C,Female,3,75000.0,240.0,75000.0,43.0,20%-<30%
C,Male,3,45000.0,360.0,65000.0,38.0,>60%
C,Joint,3,515000.0,360.0,585000.0,145.0,30%-<36%
C,Female,3,85000.0,360.0,135000.0,10.0,>60%
C,Joint,3,455000.0,360.0,365000.0,96.0,42
C,Male,3,75000.0,240.0,85000.0,18.0,43
C,Joint,3,145000.0,276.0,135000.0,55.0,50%-60%
C,Joint,3,45000.0,240.0,45000.0,87.0,<20%
C,Male,3,255000.0,360.0,285000.0,65.0,30%-<36%
C,Male,3,265000.0,360.0,335000.0,65.0,50%-60%
C,Male,3,75000.0,240.0,75000.0,27.0,50%-60%
C,Female,3,295000.0,360.0,295000.0,35.0,>60%
C,Joint,3,235000.0,360.0,215000.0,75.0,20%-<30%
C,Joint,3,205000.0,360.0,215000.0,52.0,30%-<36%
C,Female,3,145000.0,276.0,145000.0,7.0,>60%
C,Male,3,45000.0,180.0,45000.0,40.0,<20%
C,Male,3,215000.0,360.0,365000.0,79.0,36
C,Female,3,25000.0,360.0,25000.0,50.0,47
C,Sex Not Available,3,15000.0,276.0,25000.0,30.0,46
C,Sex Not Available,3,515000.0,360.0,605000.0,145.0,39
C,Sex Not Available,3,65000.0,360.0,65000.0,42.0,45
C,Joint,3,365000.0,360.0,455000.0,0.0,>60%
C,Male,3,135000.0,240.0,145000.0,29.0,>60%
C,Male,3,135000.0,276.0,135000.0,44.0,50%-60%
C,Male,3,75000.0,276.0,85000.0,41.0,47
C,Female,3,105000.0,276.0,95000.0,60.0,38
C,Male,3,395000.0,360.0,415000.0,175.0,39
C,Joint,3,55000.0,240.0,55000.0,115.0,<20%
C,Male,3,105000.0,240.0,115000.0,76.0,20%-<30%
C,Joint,3,45000.0,120.0,95000.0,68.0,<20%
C,Female,3,65000.0,240.0,65000.0,58.0,30%-<36%
C,Female,3,75000.0,240.0,75000.0,29.0,>60%
C,Female,3,215000.0,360.0,235000.0,80.0,30%-<36%
C,Joint,3,45000.0,240.0,45000.0,64.0,20%-<30%
C,Female,3,35000.0,240.0,35000.0,15.0,45
C,Joint,3,175000.0,360.0,255000.0,90.0,20%-<30%
C,Male,3,505000.0,360.0,635000.0,125.0,37
C,Male,3,175000.0,276.0,175000.0,72.0,30%-<36%
C,Joint,3,315000.0,360.0,325000.0,79.0,49
C,Male,3,35000.0,276.0,35000.0,84.0,>60%
C,Joint,3,305000.0,360.0,315000.0,116.0,50%-60%
C,Sex Not Available,3,445000.0,360.0,525000.0,80.0,>60%
NC,Female,3,965000.0,360.0,1285000.0,151.0,43
C,Sex Not Available,3,425000.0,360.0,445000.0,56.0,>60%
C,Male,3,95000.0,360.0,95000.0,60.0,<20%
C,Female,3,65000.0,214.0,65000.0,55.0,30%-<36%
C,Joint,3,155000.0,360.0,175000.0,54.0,38
NC,Male,3,465000.0,180.0,585000.0,268.0,38
C,Male,3,205000.0,360.0,205000.0,50.0,48
C,Female,3,65000.0,240.0,75000.0,40.0,50%-60%
C,Male,3,55000.0,180.0,85000.0,51.0,20%-<30%
C,Male,3,675000.0,360.0,875000.0,191.0,44
C,Joint,3,95000.0,276.0,95000.0,58.0,>60%
C,Sex Not Available,3,335000.0,360.0,355000.0,0.0,38
C,Joint,3,175000.0,360.0,225000.0,31.0,>60%
C,Female,3,115000.0,276.0,115000.0,9.0,>60%
C,Female,3,85000.0,180.0,85000.0,45.0,50%-60%
C,Female,3,45000.0,170.0,45000.0,48.0,44
C,Female,3,455000.0,360.0,505000.0,186.0,39
C,Female,3,435000.0,360.0,835000.0,167.0,42
C,Sex Not Available,3,105000.0,360.0,105000.0,52.0,20%-<30%
C,Sex Not Available,3,75000.0,360.0,125000.0,56.0,38
C,Female,3,145000.0,276.0,135000.0,41.0,45
C,Female,3,45000.0,180.0,55000.0,40.0,50%-60%
C,Joint,3,85000.0,240.0,85000.0,78.0,<20%
C,Male,3,55000.0,276.0,65000.0,31.0,40
C,Joint,3,235000.0,360.0,295000.0,11.0,>60%
C,Female,3,25000.0,120.0,35000.0,42.0,30%-<36%
C,Male,3,365000.0,360.0,455000.0,81.0,30%-<36%
C,Female,3,165000.0,360.0,165000.0,60.0,39
C,Male,3,145000.0,300.0,115000.0,73.0,50%-60%
C,Joint,3,255000.0,360.0,245000.0,86.0,45
C,Joint,3,155000.0,240.0,165000.0,62.0,41
C,Female,3,55000.0,180.0,55000.0,30.0,36
C,Male,3,115000.0,360.0,235000.0,18.0,>60%
C,Female,3,45000.0,180.0,15000.0,36.0,<20%
C,Joint,3,25000.0,60.0,25000.0,52.0,30%-<36%
C,Male,3,305000.0,360.0,375000.0,175.0,<20%
C,Male,3,45000.0,144.0,45000.0,5.0,>60%
C,Female,3,95000.0,156.0,95000.0,37.0,39
C,Joint,3,55000.0,276.0,55000.0,123.0,30%-<36%
C,Male,3,295000.0,360.0,335000.0,68.0,50%-60%
C,Male,3,55000.0,360.0,75000.0,14.0,38
C,Male,3,135000.0,360.0,125000.0,44.0,48
C,Joint,3,365000.0,180.0,405000.0,96.0,38
C,Joint,3,205000.0,360.0,235000.0,159.0,<20%
C,Female,3,45000.0,240.0,55000.0,38.0,48
C,Joint,3,85000.0,360.0,105000.0,169.0,20%-<30%
C,Male,3,55000.0,240.0,55000.0,23.0,20%-<30%
C,Female,3,85000.0,276.0,85000.0,31.0,44
C,Female,3,95000.0,240.0,95000.0,42.0,30%-<36%
C,Joint,3,65000.0,240.0,65000.0,44.0,50%-60%
C,Female,3,165000.0,360.0,175000.0,55.0,39
C,Male,3,115000.0,240.0,115000.0,52.0,41
C,Male,3,35000.0,180.0,35000.0,36.0,46
C,Male,3,645000.0,360.0,815000.0,180.0,49
C,Female,3,225000.0,360.0,235000.0,16.0,>60%
C,Female,3,145000.0,180.0,175000.0,12.0,>60%
C,Female,3,15000.0,276.0,15000.0,17.0,>60%
C,Joint,3,115000.0,360.0,125000.0,168.0,40
C,Female,3,165000.0,360.0,205000.0,57.0,46
C,Female,3,65000.0,240.0,65000.0,45.0,44
C,Female,3,335000.0,360.0,555000.0,104.0,30%-<36%
C,Male,3,95000.0,240.0,105000.0,37.0,46
C,Joint,3,205000.0,276.0,195000.0,33.0,>60%
C,Joint,3,125000.0,276.0,125000.0,43.0,47
C,Joint,3,255000.0,360.0,255000.0,72.0,<20%
C,Male,3,25000.0,240.0,25000.0,29.0,20%-<30%
C,Female,3,65000.0,276.0,55000.0,72.0,>60%
C,Female,3,85000.0,240.0,85000.0,37.0,20%-<30%
C,Male,3,115000.0,360.0,115000.0,56.0,50%-60%
C,Male,3,255000.0,360.0,255000.0,42.0,<20%
NC,Joint,3,735000.0,360.0,925000.0,231.0,40
C,Male,3,55000.0,360.0,65000.0,55.0,20%-<30%
C,Sex Not Available,3,95000.0,240.0,95000.0,18.0,>60%
C,Female,3,285000.0,360.0,295000.0,55.0,50%-60%
C,Joint,3,55000.0,240.0,55000.0,48.0,30%-<36%
C,Sex Not Available,3,155000.0,180.0,205000.0,83.0,37
C,Joint,3,165000.0,360.0,205000.0,184.0,20%-<30%
C,Sex Not Available,3,65000.0,240.0,65000.0,84.0,20%-<30%
C,Joint,3,85000.0,360.0,105000.0,62.0,<20%
C,Male,3,365000.0,360.0,455000.0,73.0,49
C,Male,3,355000.0,360.0,445000.0,149.0,50%-60%
C,Female,3,75000.0,276.0,85000.0,40.0,41
C,Joint,3,325000.0,360.0,305000.0,0.0,30%-<36%
C,Joint,3,275000.0,360.0,345000.0,96.0,41
C,Female,3,45000.0,276.0,45000.0,19.0,41
C,Male,3,245000.0,360.0,255000.0,68.0,42
C,Male,3,145000.0,276.0,135000.0,74.0,41
C,Joint,3,85000.0,360.0,125000.0,35.0,30%-<36%
C,Sex Not Available,3,75000.0,300.0,75000.0,34.0,42
C,Male,3,65000.0,276.0,65000.0,48.0,43
C,Joint,3,165000.0,360.0,215000.0,161.0,40
C,Male,3,65000.0,240.0,65000.0,29.0,>60%
C,Female,3,45000.0,276.0,75000.0,34.0,30%-<36%
C,Sex Not Available,3,85000.0,276.0,85000.0,27.0,>60%
C,Joint,3,495000.0,360.0,525000.0,103.0,42
C,Sex Not Available,3,255000.0,360.0,285000.0,63.0,49
C,Joint,3,195000.0,360.0,205000.0,84.0,>60%
C,Male,3,55000.0,240.0,55000.0,91.0,<20%
C,Sex Not Available,3,85000.0,240.0,95000.0,32.0,43
C,Joint,3,285000.0,360.0,355000.0,34.0,>60%
C,Sex Not Available,3,75000.0,360.0,95000.0,63.0,48
C,Male,3,125000.0,276.0,125000.0,60.0,47
C,Sex Not Available,3,65000.0,180.0,65000.0,85.0,41
C,Sex Not Available,3,205000.0,360.0,255000.0,94.0,50%-60%
C,Female,3,65000.0,240.0,65000.0,24.0,44
C,Female,3,185000.0,360.0,195000.0,0.0,<20%
C,Male,3,85000.0,360.0,95000.0,52.0,<20%
C,Female,3,105000.0,276.0,125000.0,96.0,<20%
NC,Sex Not Available,3,475000.0,360.0,775000.0,74.0,>60%
C,Male,3,55000.0,360.0,65000.0,49.0,20%-<30%
C,Joint,3,105000.0,360.0,115000.0,27.0,41
C,Female,3,35000.0,204.0,35000.0,45.0,20%-<30%
C,Female,3,125000.0,360.0,135000.0,44.0,>60%
C,Joint,3,85000.0,120.0,95000.0,45.0,30%-<36%
C,Female,3,95000.0,240.0,105000.0,49.0,>60%
C,Male,3,385000.0,360.0,445000.0,97.0,47
C,Joint,3,55000.0,240.0,55000.0,58.0,<20%
C,Joint,3,55000.0,276.0,55000.0,9.0,>60%
C,Joint,3,365000.0,360.0,405000.0,222.0,30%-<36%
C,Joint,3,165000.0,360.0,385000.0,59.0,>60%
C,Male,3,195000.0,180.0,245000.0,145.0,20%-<30%
C,Male,3,145000.0,360.0,155000.0,77.0,42
C,Joint,3,65000.0,360.0,65000.0,37.0,20%-<30%
C,Male,3,135000.0,360.0,165000.0,51.0,37
C,Sex Not Available,3,105000.0,360.0,395000.0,21.0,>60%
C,Joint,3,155000.0,360.0,195000.0,103.0,20%-<30%
C,Male,3,275000.0,360.0,285000.0,89.0,50%-60%
C,Sex Not Available,3,45000.0,276.0,55000.0,49.0,44
C,Joint,3,345000.0,360.0,395000.0,93.0,50%-60%
C,Male,3,255000.0,360.0,325000.0,99.0,30%-<36%
C,Male,3,95000.0,360.0,125000.0,24.0,41
C,Female,3,225000.0,360.0,265000.0,50.0,49
NC,Male,3,665000.0,360.0,505000.0,9.0,50%-60%
C,Female,3,205000.0,360.0,235000.0,77.0,48
C,Male,3,65000.0,240.0,65000.0,36.0,39
C,Female,3,115000.0,276.0,105000.0,21.0,>60%
C,Male,3,365000.0,312.0,425000.0,69.0,>60%
C,Male,3,115000.0,360.0,125000.0,43.0,30%-<36%
C,Female,3,65000.0,240.0,65000.0,70.0,20%-<30%
C,Female,3,15000.0,120.0,25000.0,32.0,39
C,Male,3,45000.0,240.0,55000.0,68.0,20%-<30%
C,Joint,3,305000.0,360.0,415000.0,102.0,>60%
C,Female,3,85000.0,240.0,85000.0,25.0,50%-60%
C,Female,3,65000.0,276.0,65000.0,45.0,30%-<36%
C,Male,3,405000.0,360.0,395000.0,146.0,36
C,Joint,3,145000.0,240.0,145000.0,61.0,42
C,Female,3,195000.0,360.0,235000.0,54.0,44
C,Male,3,75000.0,276.0,75000.0,20.0,>60%
C,Female,3,195000.0,360.0,225000.0,49.0,39
C,Joint,3,255000.0,360.0,215000.0,119.0,20%-<30%
C,Joint,3,55000.0,240.0,55000.0,47.0,46
C,Female,3,255000.0,360.0,375000.0,72.0,43
C,Male,3,95000.0,360.0,95000.0,33.0,50%-60%
C,Male,3,75000.0,360.0,85000.0,30.0,30%-<36%
C,Joint,3,195000.0,360.0,255000.0,6.0,39
C,Male,3,95000.0,240.0,105000.0,58.0,43
C,Female,3,125000.0,360.0,145000.0,38.0,50%-60%
C,Female,3,95000.0,360.0,95000.0,45.0,30%-<36%
C,Joint,3,65000.0,76.0,75000.0,59.0,>60%
C,Female,3,75000.0,360.0,155000.0,0.0,>60%
C,Male,3,235000.0,360.0,295000.0,103.0,30%-<36%
C,Female,3,125000.0,276.0,205000.0,37.0,>60%
C,Male,3,65000.0,240.0,75000.0,34.0,50%-60%
C,Female,3,35000.0,240.0,35000.0,20.0,20%-<30%
C,Female,3,105000.0,240.0,145000.0,30.0,>60%
C,Joint,3,15000.0,276.0,15000.0,53.0,<20%
C,Male,3,345000.0,360.0,365000.0,76.0,49
C,Sex Not Available,3,55000.0,180.0,55000.0,45.0,49
C,Female,3,55000.0,276.0,55000.0,0.0,>60%
C,Male,3,65000.0,276.0,65000.0,32.0,30%-<36%
C,Male,3,55000.0,240.0,55000.0,38.0,50%-60%
C,Female,3,55000.0,360.0,65000.0,14.0,44
C,Joint,3,55000.0,180.0,155000.0,68.0,30%-<36%
C,Male,3,195000.0,240.0,225000.0,36.0,>60%
C,Joint,3,195000.0,360.0,295000.0,71.0,49
C,Female,3,95000.0,240.0,95000.0,25.0,50%-60%
C,Male,3,165000.0,240.0,175000.0,48.0,>60%
C,Joint,3,145000.0,360.0,165000.0,83.0,>60%
C,Joint,3,135000.0,276.0,125000.0,181.0,<20%
C,Female,3,85000.0,276.0,85000.0,56.0,46
C,Female,3,125000.0,360.0,95000.0,43.0,37
NC,Joint,3,485000.0,360.0,575000.0,240.0,20%-<30%
C,Joint,3,115000.0,360.0,75000.0,116.0,50%-60%
C,Male,3,45000.0,360.0,45000.0,5.0,>60%
C,Female,3,55000.0,276.0,55000.0,24.0,>60%
C,Male,3,55000.0,144.0,135000.0,61.0,20%-<30%
C,Joint,3,635000.0,360.0,765000.0,167.0,47
C,Male,3,95000.0,240.0,105000.0,103.0,30%-<36%
C,Joint,3,75000.0,91.0,75000.0,39.0,40
C,Male,3,75000.0,276.0,85000.0,21.0,>60%
C,Joint,3,155000.0,360.0,165000.0,81.0,30%-<36%
C,Male,3,135000.0,300.0,135000.0,89.0,44
C,Male,3,425000.0,360.0,525000.0,124.0,30%-<36%
C,Joint,3,95000.0,240.0,95000.0,110.0,30%-<36%
C,Female,3,75000.0,276.0,75000.0,65.0,<20%
C,Male,3,255000.0,360.0,265000.0,106.0,45
C,Male,3,415000.0,360.0,515000.0,74.0,>60%
C,Male,3,95000.0,276.0,85000.0,42.0,48
C,Male,3,85000.0,360.0,85000.0,42.0,50%-60%
C,Female,3,25000.0,120.0,25000.0,41.0,30%-<36%
C,Female,3,75000.0,360.0,85000.0,68.0,30%-<36%
C,Female,3,85000.0,276.0,75000.0,4.0,>60%
C,Male,3,105000.0,180.0,135000.0,140.0,20%-<30%
C,Female,3,185000.0,360.0,185000.0,47.0,38
C,Male,3,615000.0,360.0,645000.0,140.0,45
C,Joint,3,45000.0,223.0,45000.0,32.0,20%-<30%
C,Male,3,15000.0,120.0,15000.0,39.0,<20%
C,Sex Not Available,3,125000.0,276.0,135000.0,28.0,>60%
C,Female,3,45000.0,240.0,45000.0,23.0,43
C,Female,3,135000.0,304.0,5000.0,106.0,20%-<30%
C,Female,3,105000.0,276.0,105000.0,16.0,>60%
C,Female,3,75000.0,240.0,85000.0,39.0,42
C,Male,3,85000.0,360.0,95000.0,52.0,20%-<30%
C,Sex Not Available,3,255000.0,360.0,305000.0,66.0,48
C,Joint,3,35000.0,276.0,45000.0,47.0,50%-60%
C,Female,3,125000.0,360.0,135000.0,150.0,30%-<36%
C,Female,3,45000.0,180.0,45000.0,9.0,<20%
C,Joint,3,205000.0,360.0,205000.0,37.0,>60%
C,Male,3,35000.0,120.0,25000.0,29.0,50%-60%
C,Female,3,95000.0,360.0,125000.0,21.0,45
C,Joint,3,275000.0,360.0,255000.0,57.0,47
NC,Joint,3,595000.0,360.0,895000.0,53.0,>60%
C,Male,3,115000.0,360.0,235000.0,126.0,30%-<36%
C,Female,3,245000.0,360.0,305000.0,56.0,44
C,Male,3,215000.0,360.0,235000.0,43.0,50%-60%
C,Joint,3,265000.0,360.0,275000.0,77.0,50%-60%
C,Male,3,35000.0,180.0,45000.0,32.0,<20%
C,Joint,3,345000.0,360.0,355000.0,120.0,42
C,Female,3,95000.0,360.0,105000.0,60.0,20%-<30%
C,Male,3,455000.0,360.0,595000.0,76.0,>60%
C,Male,3,245000.0,360.0,335000.0,38.0,50%-60%
C,Joint,3,15000.0,276.0,15000.0,69.0,20%-<30%
C,Female,3,95000.0,360.0,115000.0,75.0,<20%
C,Female,3,55000.0,276.0,55000.0,32.0,20%-<30%
C,Female,3,45000.0,180.0,5000.0,40.0,20%-<30%
NC,Sex Not Available,3,725000.0,360.0,1045000.0,-102.0,>60%
C,Sex Not Available,3,215000.0,360.0,215000.0,75.0,30%-<36%
C,Female,3,55000.0,276.0,55000.0,37.0,40
C,Male,3,65000.0,240.0,65000.0,25.0,46
C,Joint,3,85000.0,240.0,95000.0,77.0,>60%
C,Joint,3,105000.0,276.0,105000.0,91.0,38
NC,Sex Not Available,3,1085000.0,360.0,1205000.0,326.0,39
C,Male,3,155000.0,360.0,165000.0,32.0,49
C,Female,3,215000.0,360.0,225000.0,30.0,>60%
C,Female,3,65000.0,240.0,65000.0,40.0,>60%
C,Joint,3,95000.0,276.0,125000.0,45.0,38
C,Male,3,85000.0,240.0,85000.0,41.0,>60%
C,Joint,3,245000.0,360.0,255000.0,117.0,30%-<36%
C,Joint,3,115000.0,300.0,35000.0,71.0,30%-<36%
C,Joint,3,35000.0,144.0,35000.0,49.0,20%-<30%
C,Joint,3,85000.0,240.0,95000.0,74.0,20%-<30%
C,Female,3,75000.0,276.0,75000.0,29.0,>60%
C,Joint,3,455000.0,360.0,705000.0,84.0,47
C,Joint,3,155000.0,224.0,185000.0,53.0,50%-60%
C,Male,3,245000.0,360.0,265000.0,153.0,46
C,Female,3,105000.0,360.0,165000.0,26.0,47
C,Male,3,35000.0,360.0,35000.0,41.0,20%-<30%
C,Female,3,55000.0,240.0,55000.0,26.0,20%-<30%
C,Male,3,375000.0,360.0,375000.0,92.0,>60%
C,Joint,3,195000.0,60.0,145000.0,39.0,50%-60%
C,Female,3,95000.0,360.0,125000.0,45.0,<20%
C,Female,3,85000.0,276.0,95000.0,9.0,>60%
C,Joint,3,25000.0,360.0,25000.0,36.0,30%-<36%
C,Joint,3,65000.0,360.0,85000.0,45.0,30%-<36%
C,Joint,3,175000.0,360.0,175000.0,43.0,47
NC,Male,3,3505000.0,198.0,2805000.0,5765.0,<20%
C,Female,3,115000.0,360.0,115000.0,70.0,<20%
C,Joint,3,75000.0,276.0,75000.0,52.0,20%-<30%
C,Female,3,85000.0,276.0,85000.0,56.0,20%-<30%
C,Female,3,45000.0,240.0,45000.0,60.0,30%-<36%
C,Male,3,65000.0,180.0,65000.0,51.0,<20%
C,Joint,3,255000.0,360.0,255000.0,129.0,49
C,Female,3,55000.0,240.0,55000.0,32.0,42
C,Sex Not Available,3,45000.0,276.0,45000.0,39.0,50%-60%
C,Sex Not Available,3,205000.0,360.0,215000.0,6.0,44
C,Male,3,65000.0,240.0,65000.0,42.0,50%-60%
C,Sex Not Available,3,385000.0,360.0,515000.0,76.0,45
C,Joint,3,45000.0,233.0,45000.0,40.0,36
C,Female,3,215000.0,360.0,235000.0,70.0,>60%
C,Joint,3,55000.0,240.0,55000.0,45.0,>60%
C,Female,3,265000.0,360.0,295000.0,132.0,20%-<30%
C,Male,3,25000.0,120.0,35000.0,18.0,30%-<36%
C,Joint,3,235000.0,276.0,225000.0,59.0,50%-60%
C,Female,3,65000.0,240.0,95000.0,31.0,50%-60%
C,Male,3,345000.0,360.0,365000.0,84.0,50%-60%
C,Female,3,245000.0,360.0,255000.0,90.0,30%-<36%
C,Sex Not Available,3,65000.0,276.0,75000.0,18.0,>60%
C,Male,3,175000.0,360.0,215000.0,36.0,42
NC,Sex Not Available,3,3905000.0,360.0,5575000.0,806.0,50%-60%
C,Female,3,45000.0,276.0,45000.0,35.0,>60%
C,Joint,3,55000.0,240.0,55000.0,23.0,50%-60%
NC,Joint,3,775000.0,360.0,915000.0,410.0,20%-<30%
C,Joint,3,235000.0,360.0,235000.0,119.0,38
C,Female,3,55000.0,240.0,85000.0,37.0,42
C,Joint,3,85000.0,240.0,95000.0,64.0,<20%
C,Male,3,85000.0,240.0,85000.0,42.0,46
NC,Male,3,1045000.0,360.0,1295000.0,186.0,43
C,Male,3,215000.0,360.0,315000.0,35.0,>60%
C,Male,3,125000.0,360.0,115000.0,27.0,42
C,Joint,3,85000.0,276.0,85000.0,15.0,>60%
C,Joint,3,305000.0,360.0,385000.0,89.0,>60%
C,Female,3,65000.0,276.0,65000.0,36.0,>60%
C,Joint,3,675000.0,360.0,885000.0,119.0,50%-60%
C,Joint,3,95000.0,276.0,95000.0,50.0,48
C,Female,3,105000.0,240.0,125000.0,63.0,50%-60%
C,Female,3,35000.0,92.0,35000.0,43.0,>60%
C,Female,3,35000.0,240.0,5000.0,32.0,>60%
C,Female,3,145000.0,360.0,185000.0,105.0,41
C,Male,3,395000.0,360.0,415000.0,102.0,36
NC,Joint,3,505000.0,360.0,595000.0,157.0,30%-<36%
C,Joint,3,245000.0,360.0,305000.0,78.0,38
C,Female,3,15000.0,120.0,25000.0,50.0,47
C,Male,3,95000.0,360.0,125000.0,53.0,<20%
NC,Joint,3,685000.0,360.0,855000.0,180.0,30%-<36%
C,Joint,3,85000.0,240.0,85000.0,62.0,<20%
C,Joint,3,95000.0,371.0,205000.0,45.0,45
C,Male,3,35000.0,180.0,35000.0,25.0,30%-<36%
C,Sex Not Available,3,305000.0,360.0,315000.0,133.0,20%-<30%
C,Joint,3,65000.0,276.0,55000.0,42.0,>60%
C,Joint,3,205000.0,360.0,265000.0,30.0,>60%
C,Sex Not Available,3,605000.0,360.0,885000.0,16.0,>60%
C,Joint,3,85000.0,240.0,15000.0,75.0,<20%
C,Female,3,115000.0,360.0,115000.0,22.0,49
C,Joint,3,195000.0,240.0,215000.0,120.0,<20%
C,Female,3,55000.0,180.0,155000.0,28.0,>60%
C,Female,3,115000.0,240.0,165000.0,56.0,50%-60%
C,Joint,3,315000.0,360.0,375000.0,126.0,30%-<36%
C,Sex Not Available,3,255000.0,360.0,235000.0,93.0,30%-<36%
C,Sex Not Available,3,55000.0,276.0,55000.0,37.0,44
